ts	awake	submitted	loop	actions
2026-07-08T23:58:18Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-08T23:58:33Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-08T23:58:49Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-08T23:59:05Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-08T23:59:20Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-08T23:59:36Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-08T23:59:52Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:00:07Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:00:23Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:00:39Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:00:55Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:01:10Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:01:26Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:01:42Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:01:57Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:02:13Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:02:29Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:02:45Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:03:00Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:03:16Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:03:32Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:03:47Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:04:03Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:04:19Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:04:35Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:04:50Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:05:06Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:05:22Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:05:37Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:05:53Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:06:09Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:06:25Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:06:40Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:06:56Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:07:12Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:07:27Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:07:43Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:07:59Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:08:14Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:08:30Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:08:46Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:09:01Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:09:17Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:09:33Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:09:49Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:10:04Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:10:20Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:10:36Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:10:51Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:11:07Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:11:23Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:11:38Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:11:54Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:12:10Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:12:25Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:12:41Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:12:57Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:13:12Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:13:28Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:13:44Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:14:00Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:14:15Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:14:31Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:14:47Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:15:02Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:15:18Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:15:34Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:15:49Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:16:05Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:16:21Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:16:36Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:16:52Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:17:08Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:17:23Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:17:39Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:17:55Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:18:11Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:18:26Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:18:42Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:18:58Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:19:13Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:19:29Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:19:45Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:20:00Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:20:16Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:20:32Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:20:47Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:21:03Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:21:19Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:21:34Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:21:50Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:22:06Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:22:21Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:22:37Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:22:53Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:23:09Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:23:24Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:23:40Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:23:56Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:24:11Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:24:27Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:24:43Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:24:58Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:25:14Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:25:30Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:25:45Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:26:01Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:26:17Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:26:33Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:26:48Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:27:04Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:27:20Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:27:35Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:27:51Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:28:07Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:28:23Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:28:38Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:28:54Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:29:10Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:29:25Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:29:41Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:29:57Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:30:12Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:30:28Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:30:44Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:30:59Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:31:15Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:31:31Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:31:47Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:32:02Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:32:18Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:32:34Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:32:49Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:33:05Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:33:21Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:33:36Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:33:52Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:34:08Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:34:23Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:34:39Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:34:55Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:35:10Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:35:26Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:35:42Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:35:58Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:36:13Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:36:29Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:36:45Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:37:00Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:37:16Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:37:32Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:37:47Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:38:03Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:38:19Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:38:34Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:38:50Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:39:06Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:39:22Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:39:37Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:39:53Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:40:09Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:40:24Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:40:40Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:40:56Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:41:11Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:41:27Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:41:43Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:41:58Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:42:14Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:42:30Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:42:46Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:43:01Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:43:17Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:43:33Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:43:48Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:44:04Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:44:20Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:44:36Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:44:52Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:45:07Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:45:23Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:45:39Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:45:54Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:46:10Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:46:26Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:46:41Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:46:57Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:47:13Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:47:28Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:47:44Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:48:00Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:48:16Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:48:31Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:48:47Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:49:03Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:49:18Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:49:34Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:49:50Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:50:06Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:50:21Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:50:37Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:50:52Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:51:08Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:51:24Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:51:40Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:51:55Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:52:11Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:52:27Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:52:42Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T00:52:58Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
