ts	awake	submitted	loop	actions
2026-07-09T19:34:10Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T19:34:26Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T19:34:42Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T19:34:57Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T19:35:13Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T19:35:29Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T19:35:44Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T19:36:00Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T19:36:16Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T19:36:31Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T19:36:47Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T19:37:03Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T19:37:19Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T19:37:34Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T19:37:50Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T19:38:06Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T19:38:21Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T19:38:37Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T19:38:53Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T19:39:08Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T19:39:24Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T19:39:40Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T19:39:56Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T19:40:11Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T19:40:27Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T19:40:43Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T19:40:59Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T19:41:14Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T19:41:30Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T19:41:46Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T19:42:01Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T19:42:17Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T19:42:33Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T19:42:48Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T19:43:04Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T19:43:20Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T19:43:36Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T19:43:51Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T19:44:07Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T19:44:23Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T19:44:38Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T19:44:54Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T19:45:10Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T19:45:26Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T19:45:41Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T19:45:57Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T19:46:13Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T19:46:28Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T19:46:44Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T19:47:00Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T19:47:15Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T19:47:31Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T19:47:47Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T19:48:02Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T19:48:18Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T19:48:34Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T19:48:50Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T19:49:05Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T19:49:21Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T19:49:37Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T19:49:52Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T19:50:08Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T19:50:24Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T19:50:39Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T19:50:55Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T19:51:11Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T19:51:27Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T19:51:42Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T19:51:58Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T19:52:14Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T19:52:29Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T19:52:45Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T19:53:01Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T19:53:17Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T19:53:32Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T19:53:48Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T19:54:04Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T19:54:19Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T19:54:35Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T19:54:51Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T19:55:06Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T19:55:22Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T19:55:38Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T19:55:53Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T19:56:09Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T19:56:25Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T19:56:41Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T19:56:56Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T19:57:12Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T19:57:28Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T19:57:43Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T19:57:59Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T19:58:15Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T19:58:30Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T19:58:46Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T19:59:02Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T19:59:18Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T19:59:33Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T19:59:49Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:00:05Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:00:21Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:00:36Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:00:52Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:01:08Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:01:23Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:01:39Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:01:55Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:02:10Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:02:26Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:02:42Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:02:57Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:03:13Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:03:29Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:03:45Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:04:00Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:04:16Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:04:32Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:04:47Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:05:03Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:05:19Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:05:35Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:05:50Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:06:06Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:06:22Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:06:37Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:06:53Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:07:09Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:07:24Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:07:40Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:07:56Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:08:11Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:08:27Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:08:43Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:08:59Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:09:14Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:09:30Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:09:46Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:10:01Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:10:17Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:10:33Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:10:49Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:11:04Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:11:20Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:11:36Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:11:51Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:12:07Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:12:23Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:12:39Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:12:54Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:13:10Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:13:26Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:13:41Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:13:57Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:14:13Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:14:29Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:14:44Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:15:00Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:15:16Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:15:31Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:15:47Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:16:03Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:16:18Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:16:34Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:16:50Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:17:06Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:17:21Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:17:37Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:17:53Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:18:08Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:18:24Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:18:40Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:18:56Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:19:11Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:19:27Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:19:43Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:19:58Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:20:14Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:20:30Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:20:45Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:21:01Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:21:17Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:21:33Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:21:48Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:22:04Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:22:20Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
2026-07-09T20:22:36Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	NA	NA	NA
